17827,Konami Computer Entertainment America,2002,ESPN MLS ExtraTime 2002,Sports,GC,Konami
17828,Koei,2007,Winning Post 7: Maximum 2007,Sports,PS2,KOEI
17829,People Can Fly,2004,Painkiller,Shooter,PC,DreamCatcher Interactive
17830,Otomate,2018,Psychedelica of the Black Butterfly,Action,PSV,Aksys Games
17831,Russel,2010,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,Action,PS2,Russel
17832,PAWS,2009,Garfield Gets Real,Action,DS,Unknown
17833,Unknown,2013,Vitamin R,Misc,PSP,D3Publisher
17834,Koei,2013,Fist of the North Star: Ken's Rage 2,Action,WiiU,Tecmo Koei
17835,League of Geeks,2018,Armello,Strategy,PS4,League of Geeks
17836,eGames/Techfront,2009,Puzzle City,Puzzle,DS,Destineer
17837,Agate Studio,2018,Valthirian Arc: Hero School Story,Role-Playing,PS4,PQube
17838,Webfoot Technologies,2006,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,Action,GBA,Atari
17839,Konami,2006,Guitar Freaks V2 & DrumMania V2,Simulation,PS2,Konami
17840,Team17 Software,2009,Worms,Strategy,PSN,Sony Computer Entertainment
17841,Enlight Software Ltd.,2002,Maximum Capacity: Hotel Giant,Strategy,PC,JoWood Productions
17842,Humongous Entertainment,2008,Backyard Baseball '09,Sports,PS2,Atari
17843,Bergsala Lightweight,2018,Hello Kitty Kruisers,Misc,NS,Rising Star Games
17844,Maxis,2006,The Sims 2: Happy Holiday Stuff,Simulation,PC,Electronic Arts
17845,GSP,2015,7 Roses: A Darkness Rises,Misc,PC,Avanquest Software
17846,White Birds Productions,2010,Crime Scene,Adventure,DS,SouthPeak Interactive
17847,Sega CS3,2018,Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,Action,PSV,Sega
17848,Big Deez Productions,2018,Shaq-Fu: A Legend Reborn,Action,PS4,Wired Productions
17849,Alice Soft,2010,Pastel Chime Continue,Adventure,PSP,5pb
17850,Nihon Falcom Corporation,2008,Zwei!!,Role-Playing,PSP,Falcom Corporation
17851,Andamiro U.S.A. Corp.,2005,Pump It Up: Exceed,Misc,XB,Mastiff
17852,Unknown,2013,Ro-Kyu-Bu! Lost Secret,Misc,PSP,Kadokawa Shoten
17853,Big Deez Productions,2018,Shaq-Fu: A Legend Reborn,Action,NS,Wired Productions
17854,UFO Interactive,2011,Chuck E. Cheese's Super Collection,Action,Wii,UFO Interactive
17855,Argonaut Games,2004,Malice,Platform,PS2,Mud Duck Productions
17856,Weappy Studio,2018,This Is the Police 2,Strategy,XOne,THQ Nordic
17857,Crave Entertainment,2008,Defendin' De Penguin,Strategy,DS,Crave Entertainment
17858,Unknown,2018,Code: Realize - Shukufuku no Mirai,Adventure,PSV,Aksys Games
17859,Sega,2008,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Role-Playing,PS2,Sega
17860,Sega,2008,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Role-Playing,PS2,Sega
17861,Zoo Digital Publishing,2007,B-17: Fortress in the Sky,Simulation,DS,DSI Games
17862,Unknown,2007,Mahjong * Dream C Club,Misc,X360,Unknown
17863,Unknown,2012,Kokoro Connect: Yochi Random,Misc,PSP,Namco Bandai Games
17864,Turbine Inc.,2008,The Lord of the Rings Online: Mines of Moria,Role-Playing,PC,Turbine Inc.
17865,Easy Interactive,2011,Mystery Tales 2: The Spirit Mask,Puzzle,DS,Unknown
17866,Eden Games,2018,Gear Club Unlimited 2,Racing,NS,Microids
17867,SIE Japan Studio,2017,Patapon Remastered,Music,PS4,Sony Interactive Entertainment
17868,Micro Cabin,2009,Warship Gunner 2 Portable,Simulation,PSP,KOEI
17869,Unknown,2015,Downtown Nekketsu Jidaigek,Action,3DS,Arc System Works
17870,Inti Creates,2018,Gal Gun 2,Simulation,NS,PQube
17871,MAGES,2017,Konoyo no Hate de Koi o Utau Shoujo: Yu-No,Visual Novel,PSV,5pb
17872,Just Sims,2011,Airport Simulator,Simulation,PC,Unknown
17873,Unknown,2016,Monster Hunter Frontier Z: Beginner's Package,Action,PS4,Capcom
17874,Unknown,2014,Battle Princess of Arcadias,Misc,PS3,NIS America
17875,5pb. Inc.,2017,New Game! The Challenge Stage!,Adventure,PSV,5pb
17876,Idea Factory,2016,PsychicEmotion6,Adventure,PSV,Idea Factory
17877,Humagade,2007,Spanish for Everyone!,Puzzle,DS,Activision
17878,Obsidian Entertainment,2016,Tyranny,Role-Playing,PC,Paradox Interactive
17879,Enigma Software Productions,2009,War Leaders: Clash of Nations,Strategy,PC,CDV Software Entertainment
17880,Unknown,2016,Dragon's Dogma Online: Season 2,Action,PS3,Capcom
17881,Unknown,2015,Professional Farmer 2016,Action,PS4,Namco Bandai Games
17882,Digifloyd,2006,Uchuu Keiji Tamashii: The Space Sheriff Spirits,Action,PS2,Namco Bandai
17883,Nicalis,2017,Redout,Racing,XOne,505 Games
17884,Flagship Studios,2007,Hellgate: London,Role-Playing,PC,Electronic Arts
17885,Nippon Ichi Software,2019,The Liar Princess and the Blind Prince,Platform,NS,NIS America
17886,Ancient,2002,Car Battler Joe,Role-Playing,GBA,Mindscape
17887,Nissimo,2007,Super Fruit Fall,Puzzle,Wii,Codemasters
17888,Spiral House,2017,Troll and I,Action,XOne,Maximum Games
17889,Blue Monkey Studios,2009,Jelly Belly: Ballistic Beans,Puzzle,Wii,Zoo Digital Publishing
17890,Idea Factory,2017,Shiro to Kuro no Alice,Adventure,PSV,Idea Factory
17891,Vridge,2011,StormLover Karen!!,Adventure,PSP,D3 Publisher
17892,Black Ship Games,2004,Digimon Rumble Arena 2,Fighting,XB,Bandai
17893,5pb. Inc.,2012,Steins;Gate: Darling of Loving Vows,Visual Novel,PS3,5pb
17894,Adrenalin Entertainment,2008,Ten Pin Alley 2,Sports,Wii,XS Games
17895,Unknown,2017,Winning Post 8 2017,Misc,PSV,Tecmo Koei
17896,GAIA,2008,Coded Soul: Uke Keigareshi Idea,Role-Playing,PSP,Sony Computer Entertainment
17897,Unknown,2016,Hakuoki: Shinkai Twin Pack,Adventure,PSV,Idea Factory
17898,Rockstar San Diego,2011,Red Dead Redemption: Game of the Year Edition,Action,PS3,Rockstar Games
17899,Choice Provisions,2018,Runner3,Platform,NS,Nicalis
17900,Codemasters,2006,TOCA Race Driver 3: The Ultimate Racing Simulator,Racing,PC,Codemasters
17901,Key,2007,AIR,Adventure,PSP,Prototype
17902,07th Expansion,2018,Higurashi no Naku Koro ni Hou,Visual Novel,NS,Entergram
17903,Will,2010,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,Adventure,PS2,Alchemist
17904,Keen Games,2017,Portal Knights,Role-Playing,XOne,505 Games
17905,Unknown,2015,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,Action,PS3,Namco Bandai Games
17906,Sega Europe,2006,Virtua Pro Football,Sports,PS2,Sega
17907,CyberPlanet Interactive,2009,Army Rescue,Shooter,Wii,UFO Interactive
17908,Unknown,2015,Date-A-Live Twin Edition: Rio Reincarnation,Action,PSV,Compile Heart
17909,Shen Studios,1998,Adidas Power Soccer 98,Sports,PS,Psygnosis
17910,Unknown,2015,Natsuiro High School: Seishun Hakusho,Action,PS4,D3Publisher
17911,Konami,2009,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Racing,Wii,Konami
17912,Unknown,2013,Heroes VS,Misc,PSP,Namco Bandai Games
17913,Coyote Console,2008,Mary King's Riding School,Simulation,DS,Ghostlight
17914,Dramatic Create,2016,Akai Suna Ochiru Tsuki,Adventure,PSV,Dramatic Create
17915,EA Salt Lake,2008,Littlest Pet Shop,Simulation,PC,Electronic Arts
17916,Studio Fizbin,2017,The Inner World: The Last Wind Monk,Puzzle,PS4,Kalypso Media
17917,CyberFront,2010,Kazoku Keikaku,Adventure,PSP,CyberFront
17918,Phantom 8 Studio,2018,Past Cure,Action,XOne,Phantom 8 Studio
17919,Shar Rock,1995,Sotsugyou II: Neo Generation Special,Simulation,3DO,Imageworks
17920,Unknown,2009,Transformers: Revenge of the Fallen,Misc,Mob,Activision
17921,Brain in a Jar,2011,Maximum Racing: Crash Car Racer,Racing,Wii,Unknown
17922,Laminar Research,2013,X-Plane 10 Global,Simulation,PC,Aerosoft
17923,Success,2008,Aoishiro,Adventure,PS2,Success
17924,Bandai Namco Games,2016,Digimon Universe: Appli Monsters,Action,3DS,Namco Bandai Games
17925,Image & Form Games,2016,SteamWorld Collection,Misc,PS4,Rising Star Games
17926,Titus Software,2002,Virtual Kasparov,Strategy,GBA,Titus
17927,High Voltage Software,2005,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Platform,XB,Global Star Software
17928,Nippon Columbia,2016,Kobito Game Taizen,Misc,3DS,Nippon Columbia
17929,RED Entertainment,2008,PC Engine Best Collection: Tengai Makyou Collection,Role-Playing,PSP,Hudson Soft
17930,Climax Entertainment,2003,Speed Kings,Racing,GC,Acclaim Entertainment
17931,Konami Computer Entertainment America,2002,ESPN MLS ExtraTime 2002,Sports,XB,Konami
17932,FuRyu,2018,Beyblade Burst: Battle Zero,Role-Playing,NS,FuRyu Corporation
17933,Karin Entertainment,2010,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,Adventure,PSP,Karin Entertainment
17934,DreamCatcher Interactive,2008,Dreamer Series: Horse Trainer,Simulation,DS,DreamCatcher Interactive
17935,Infogrammes Studios,2000,Hogs of War,Role-Playing,PS,Infogrames
17936,Marvelous Interactive,2007,Katekyoo Hitman Reborn! Dream Hyper Battle!,Fighting,PS2,Marvelous Interactive
17937,Cave,2011,Muchi Muchi Pork & Pink Sweets,Shooter,X360,Cave
17938,Examu Inc.,2016,Nitroplus Blasterz: Heroines Infinite Duel,Fighting,PS3,Xseed Games
17939,Koei Tecmo Games,2018,Winning Post 8 2018,Sports,PS4,Koei Tecmo
17940,Destineer,2010,Winter Blast: 9 Snow & Ice Games,Sports,Wii,Destineer
17941,Unknown,2013,Meiji Toukyou Renka,Misc,PSP,Broccoli
17942,TOSE,2001,Point Blank 3,Shooter,PS,Namco
17943,Cave,2012,Mushihimesama,Shooter,X360,Cave
17944,Funbox Media,2012,The Cube,Puzzle,Wii,Funbox Media
17945,AQ Interactive,2009,Higurashi no Naku Koro ni: Jan,Misc,PSP,AQ Interactive
17946,Spike,2007,Elvandia Story,Role-Playing,PS2,Spike
17947,Unknown,2012,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,Misc,PSP,Idea Factory
17948,Alchemist,2009,Triggerheart Excelica Enhanced,Shooter,PS2,Alchemist
17949,Sports Interactive,2006,Worldwide Soccer Manager 2007,Sports,PC,Sega
17950,Dimps Corporation,2009,Battle Spirits: Kiseki no Hasha,Role-Playing,PSP,Namco Bandai
17951,Axela,2001,Puzzle Star Sweep,Puzzle,PS,Agetec
17952,Unknown,2016,Astraea no Shiroki Eien: White Eternity,Adventure,PSV,Dramatic Create
17953,Arc System Works,2016,Kunio-kun Nekketsu: Complete Famicom Edition,Misc,3DS,Arc System Works
17954,Ivory Tower,2015,The Crew: Wild Run,Racing,PC,Ubisoft
17955,Playrix Entertainment,2013,4 Elements,Puzzle,3DS,Tulip Games
17956,Namco Bandai Games,2017,Sousei no Onmyouji,Adventure,PSV,Namco Bandai Games
17957,MAGES,2017,Konoyo no Hate de Koi o Utau Shoujo: Yu-No,Visual Novel,PS4,5pb
17958,Hamster Corporation,2006,The Conveni 4,Simulation,PS2,Hamster Corporation
17959,Neko Entertainment,2003,Charlie's Angels,Action,GC,Ubisoft
17960,Big Deez Productions,2018,Shaq-Fu: A Legend Reborn,Action,XOne,Wired Productions
17961,Gorilla Systems,2006,The Cheetah Girls,Misc,GBA,Buena Vista
17962,5pb. Inc.,2015,Psycho-Pass: Mandatory Happiness,Visual Novel,XOne,5pb
17963,Kadokawa Shoten,2010,Seitokai no Ichizon: DS-suru Seitokai,Adventure,DS,Kadokawa Shoten
17964,SevenOne Intermedia GmbH,2011,Germany's Next Topmodel 2011,Simulation,Wii,7G//AMES
17965,Bandai Namco Games,2016,God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,Misc,PS4,Namco Bandai Games
17966,Unknown,2013,Disney Infinity,Misc,PSV,Disney Interactive Studios
17967,PENCIL,2008,Prism Ark: Awake,Adventure,PS2,5pb
17968,Konami,2006,Teenage Mutant Ninja Turtles Double Pack,Action,GBA,Konami
17969,Novarama,2014,Invizimals: The Lost Kingdom,Action-Adventure,PS3,Sony Computer Entertainment
17970,Revolution Software,2016,Revolution: 25th Anniversary Collection,Adventure,PC,Koch Media
17971,Taito Corporation,2006,Rozen Maiden: Duellwalzer,Adventure,PS2,Taito
17972,HB Studios Multimedia,2006,Rugby 06,Sports,XB,EA Sports
17973,Unknown,2012,Marvel Avengers: Battle for Earth,Misc,X360,Ubisoft
17974,Unknown,2015,Natsuiro High School: Seishun Hakusho,Action,PS3,D3Publisher
17975,EM Studios,2008,Chrysler Classic Racing,Racing,DS,Zoo Games
17976,Rockstar Leeds,2011,L.A. Noire: The Complete Edition,Adventure,X360,Rockstar Games
17977,Majesco Games,2006,Shrek / Shark Tale Game Boy Advance Video,Misc,GBA,Hasbro Interactive
17978,Rocksteady Studios,2006,Urban Chaos: Riot Response,Shooter,XB,Eidos Interactive
17979,CAProduction,1995,Ginga Fukei Densetsu: Sapphire,Shooter,PCE,Hudson Soft
17980,Maxis Software,2006,The Sims 2: Family Fun Stuff,Simulation,PC,Electronic Arts
17981,Marvelous Interactive,2007,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,Action,PS2,Marvelous Interactive
17982,Ubisoft,2002,The Mummy,Action,GBA,Ubisoft
17983,Konami,2007,Guitar Freaks V3 & DrumMania V3,Simulation,PS2,Konami
17984,Gray Matter,1997,The Crow: City of Angels,Action,PS,Acclaim Entertainment
17985,Prototype,2007,Snow Portable,Adventure,PSP,Prototype
17986,Unknown,2012,Poyo Poyo Kansatsu Nikki,Misc,3DS,IE Institute
17987,Pterodon,2003,Vietcong,Shooter,PC,Gathering of Developers
17988,Square Enix,2017,Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,Role-Playing,PS4,Square Enix
17989,Konami,2007,Guitar Freaks & DrumMania: Masterpiece Gold,Simulation,PS2,Konami
17990,Takara Tomy,2006,Jinsei Game DS,Misc,DS,Atlus
17991,Revolution Software,2003,Broken Sword: The Sleeping Dragon,Adventure,XB,The Adventure Company
17992,IO Interactive,2009,Mini Ninjas,Action,PC,Eidos Interactive
17993,Frogwares,2012,The Testament of Sherlock Holmes,Adventure,X360,Focus Home Interactive
17994,Big Fish Games,2015,Paranormal Pursuit: The Gifted One,Action,PC,Alawar Entertainment
17995,UFO Interactive,2009,Reversal Challenge,Misc,DS,Tommo
17996,Outright Games,2018,Crayola Scoot,Sports,PS4,Outright Games
17997,Triple Eh?,2017,Lumo,Puzzle,NS,Rising Star Games
17998,Taleworlds,2010,Mount & Blade: Warband,Role-Playing,PC,Paradox Interactive
17999,Compile Heart,2017,Genkai Tokki: Castle Panzers,Role-Playing,PS4,Compile Heart
18000,Mastiff,2011,Heavy Fire: Afghanistan,Shooter,PC,Mastiff
18001,Idea Factory,2010,Miyako,Adventure,PSP,Idea Factory
18002,Lupinus,2010,Motto NUGA-CEL!,Adventure,PSP,Idea Factory
18003,Altar Interactive,2007,UFO: Trilogy,Strategy,PC,Unknown
18004,Konami,2008,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),Strategy,PS2,Konami
18005,Genterprise,2010,11eyes: CrossOver,Adventure,PSP,5pb
18006,Technos,1996,Super Dodge Ball,Sports,NG,Technos Japan Corporation
18007,Unknown,2012,Gon: BakuBakuBakuBaku Adventure,Misc,3DS,Namco Bandai Games
18008,Unknown,2016,Eve: Burst Error R,Action,PSV,Red Flagship
18009,Bandai,2006,Style Book: Junior City,Misc,DS,Bandai
18010,Crafts & Meisters,2011,Earth Seeker,Role-Playing,Wii,Kadokawa Shoten
18011,Oberon Media,2011,Atlantic Quest,Puzzle,PC,Avanquest
18012,PopCap Games,2011,PopCap Hits!,Misc,X360,PopCap Games
18013,GameCo Studios,2009,Still Life 2,Adventure,PC,Encore
18014,Unknown,2012,Dark Tales: Edgar Allan Poe's The Premature Burial,Misc,PC,Focus Multimedia
18015,Headup Games / Crenetic,2011,Trapped Dead,Strategy,PC,Meridian4
18016,Taito Corporation,2006,Rainbow Islands Revolution,Platform,DS,Codemasters
18017,VU Games,2004,Barbie as the Princess and the Pauper,Adventure,GBA,Knowledge Adventure
18018,Unknown,2017,Diabolik Lovers: Lost Eden,Adventure,PSV,Idea Factory
18019,Asylum Entertainment,2010,Horrid Henry: Missions of Mischief,Adventure,Wii,SouthPeak Interactive
18020,Cyanide,2018,Space Hulk Tactics,Strategy,XOne,Focus Home Interactive
18021,BushiRoad,2010,Tantei Opera: Milky Holmes,Adventure,PSP,Unknown
18022,Strangelite,2005,Starship Troopers,Shooter,PC,Empire Interactive
18023,Outright Games,2018,Adventure Time: Pirates of the Enchiridion,Adventure,PS4,Outright Games
18024,The Code Monkeys,2010,Casper's Scare School: Spooky Sports Day,Sports,DS,Crave Entertainment
18025,Unknown,2012,Entaku no Seito: The Eternal Legend,Misc,PSP,Kadokawa Games
18026,Game Life / Dream On Studio,2009,My Hero: Doctor,Action,DS,Majesco
18027,Gust,2015,Shin Atelier Rorona: Hajimari no Monogatari,Role-Playing,3DS,Koei Tecmo
18028,Black Sea Studios,2009,WorldShift,Strategy,PC,Playlogic Game Factory
18029,Unknown,2012,Mount & Blade Collection,Misc,PC,Paradox Interactive
18030,Sega,2007,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,Role-Playing,PS2,Sega
18031,Activision,2006,Cabela's Alaskan Adventure,Sports,PS2,Activision
18032,Takara Tomy,2010,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,Action,PSP,Takara Tomy
18033,5pb. Games,2014,Robotics;Notes,Visual Novel,PSV,5pb
18034,Haemimont Games,2016,Tropico 5,Simulation,XOne,Kalypso Media
18035,Ignition Entertainment,2005,Elf Bowling 1 & 2,Sports,DS,Ignition Entertainment
18036,EKO System,2009,Aqua Panic!,Puzzle,DS,Neko Entertainment
18037,Telltale Games,2015,Back to the Future: The Game,Adventure,XOne,Telltale Games
18038,MAGES,2017,Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,Adventure,PSV,5pb
18039,Deep Red,2006,Tycoon City: New York,Strategy,PC,Atari
18040,Unknown,2011,uDraw Studio: Instant Artist,Misc,X360,THQ
18041,Unknown,2015,Fuuraiki 3,Action,PSV,Unknown
18042,Infinite Interactive,2010,Puzzle Chronicles,Puzzle,DS,Konami
18043,La'cryma,2015,Kadenz fermata//Akkord:fortissimo,Adventure,PSV,5pb
18044,Vicious Cycle,2007,Puzzle Quest: Challenge of the Warlords,Puzzle,PSP,D3 Publisher
18045,QuinRose,2007,Arabians Lost: The Engagement on Desert,Adventure,PS2,Prototype
18046,Taito Corporation,2010,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,Simulation,DS,Square Enix
18047,Gakken,2007,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,Misc,DS,Gakken
18048,Bandai Namco Games,2010,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,Action,DS,Namco Bandai
18049,Flight-Plan,2010,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,Role-Playing,PS2,Namco Bandai
18050,EA Canada,2008,NHL 09,Sports,PC,Electronic Arts
18051,Atlus,2018,Persona 5: Dancing in Starlight,Music,PSV,Atlus
18052,Irem Software Engineering,2008,Puzzle Guzzle,Puzzle,PSP,Agetec
18053,Unknown,2013,Starry ? Sky: After Summer,Misc,PSP,Asgard
18054,Farsight Technologies,2002,ESPN NFL Primetime 2002,Sports,XB,Konami
18055,Creative Assembly,2017,Halo Wars 2,Strategy,PC,THQ Nordic
18056,Tecmo,2006,Gallop Racer Inbreed,Sports,PS2,Tecmo
18057,Cave,2010,Ketsui: Kizuna Jigoku Tachi Extra,Shooter,X360,5pb
18058,Tranji,2005,Red Ninja: End of Honor,Action,XB,VU Games
18059,Destination Software,2007,Frisbee Disc Freestyle / Frisbee Disc Golf,Sports,DS,DSI Games
18060,Kadokawa Shoten,2011,Suzumiya Haruhi-Chan no Mahjong,Misc,PSP,Kadokawa Shoten
18061,SNK Playmore Corporation,2008,The King of Fighters Collection: The Orochi Saga (JP sales),Fighting,PS2,SNK Playmore
18062,Victor Interactive Software,2002,Tsuki no Hikari: Shizumeru Kane no Satsujin,Adventure,PS2,Victor Interactive
18063,Unknown,2010,James Bond 007: Blood Stone,Misc,Mob,Activision
18064,Image & Form Games,2018,SteamWorld Dig 2,Platform,PS4,Rising Star Games
18065,Iron Lore Entertainment,2008,"Warhammer 40,000: Dawn of War: Soulstorm",Strategy,PC,THQ
18066,Unknown,2008,Writing and Speaking Beautiful Japanese DS,Misc,DS,Unknown
18067,Arc System Works,2015,XBlaze Lost: Memories,Visual Novel,PSV,Aksys Games
18068,Shin'en,2007,Garfield's Nightmare,Platform,DS,Game Factory
18069,Sega,2006,Sega Ages 2500 Series Vol. 26: Dynamite Deka,Action,PS2,Sega
18070,Planet Interactive,2002,Kong: The Animated Series,Action,GBA,BAM! Entertainment
18071,Unknown,2016,Lumo,Puzzle,PSV,Rising Star Games
18072,Unknown,2016,Air,Adventure,PSV,Prototype
18073,Alchemist,2010,Koisuru Otome to Shugo no Tate Portable,Adventure,PSP,Alchemist
18074,Unknown,2012,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,Misc,3DS,Irem Software Engineering
18075,Unknown,2016,Shirogane x Spirits!,Adventure,PSV,Technical Associates Inc
18076,5pb. Inc.,2017,Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,Adventure,PSV,5pb
18077,Vridge Inc.,2007,Bakumatsu Renka: Karyuu Kenshi-den,Adventure,PS2,D3 Publisher
18078,Playstos Entertainment,2008,Iridium Runners,Racing,PS2,SouthPeak Interactive
18079,Bandai Namco Games,2010,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,Misc,DS,Namco Bandai
18080,Vridge,2007,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",Adventure,PS2,Kadokawa Shoten
18081,Alchemist,2011,Princess Frontier Portable,Adventure,PSP,Alchemist
18082,Volition Inc.,2015,Saints Row: Gat out of Hell,Action,XOne,Deep Silver
18083,Warthog,2001,Tiny Toon Adventures: Wacky Stackers,Puzzle,GBA,Conspiracy Entertainment
18084,Midas Interactive Entertainment,2009,Mary King's Riding School 2,Simulation,Wii,Midas Interactive Entertainment
18085,UFO Interactive,2010,Rock Blast,Puzzle,Wii,UFO Interactive
18086,Unknown,2015,Higurashi no Naku Koro ni Iki,Action,PS3,Kaga Create
18087,"BeeWorks Co., Ltd.",2006,Touch Detective (JP sales),Adventure,DS,Atlus
18088,Supersonic Software,2008,Emergency Mayhem,Racing,Wii,Codemasters
18089,Capcom,2017,Mega Man Legacy Collection 2,Action,XOne,Capcom
18090,Kadokawa Games,2018,Metal Max Xeno,Role-Playing,PSV,Kadokawa Games
18091,UEP Systems,1999,Rising Zan: The Samurai Gunman,Action,PS,Agetec
18092,1st Playable Productions,2013,Ben 10 Omniverse 2,Action,3DS,D3 Publisher
18093,PlayV,2012,Titanic Mystery,Puzzle,Wii,O-Games
18094,Sunrise Interactive,2006,Mai-Otome Hime: Otome Butou Shi,Fighting,PS2,Sunrise Interactive
18095,RED Entertainment,2002,Robopon 2: Cross Version,Role-Playing,GBA,Atlus
18096,Konami Computer Entertainment Hawaii,2005,TMNT: Mutant Melee,Fighting,XB,Konami
18097,"Telegames, Inc.",2005,Ultimate Puzzle Games,Puzzle,GBA,Telegames
18098,Marvelous Interactive,2008,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Action,PS2,Marvelous Interactive
18099,Unknown,2012,Kimikare: New Semester,Misc,PSP,Idea Factory
18100,Bandai Namco Games,2007,Haneru no Tobira Wii: Girigirissu,Misc,Wii,Namco Bandai
18101,Unknown,2015,Norn + Nonette: Last Era,Action,PSV,Idea Factory
18102,Titus Software,2003,RoboCop,Shooter,XB,Titus
18103,Square Enix,2015,Dragon Quest X: All in One Package,MMO,WiiU,Square Enix
18104,Starfish SD,2009,Elminage II: Sousei no Megami to Unmei no Daichi,Role-Playing,PSP,Starfish
18105,Realmforge Studios,2017,Dungeons 3,Strategy,XOne,Kalypso Media
18106,Neverland,2006,Blazing Souls,Role-Playing,PS2,Idea Factory
18107,Hudson Soft,2009,Bomberman 2,Puzzle,DS,Hudson Soft
18108,Spark Unlimited,2008,Legendary,Shooter,PC,Gamecock
18109,"Sanuk Software Co., Ltd.",2008,Barnyard Blast: Swine of the Night,Platform,DS,DSI Games
18110,Treyarch,2002,NHL 2K3,Sports,GC,Sega
18111,Unknown,2012,Seinaru Kana: Orichalcum no Na no Motoni,Misc,PSP,CyberFront
18112,Lab Zero Games,2016,Skullgirls: 2nd Encore,Fighting,PS4,Arc System Works
18113,Blade Interactive,2006,The Hustle: Detroit Streets,Sports,XB,Activision
18114,Weappy Studio,2017,This Is The Police,Simulation,PS4,THQ Nordic
18115,ArtDink,1997,Tail of the Sun,Role-Playing,PS,Sony Computer Entertainment
18116,FrontLine Studios,2010,Wild West Shootout,Shooter,Wii,Zoo Games
18117,HAL Laboratory,2017,BoxBoy! Hakobume Box,Puzzle,3DS,Nintendo
18118,Art Corporation,2003,Space Channel 5: Ulala's Cosmic Attack,Misc,GBA,THQ
18119,Cyanide Studio,2010,Blood Bowl: Legendary Edition,Sports,PC,Focus Home Interactive
18120,Konami,2002,Disney Sports Basketball,Sports,GBA,Konami
18121,Artificial Mind and Movement,2005,Virtua Quest,Role-Playing,PS2,Sega
18122,Raylight Studios,2003,Ozzy & Drix,Platform,GBA,Midway Games
18123,Black Lantern Studios,2007,Balls of Fury,Sports,DS,DSI Games
18124,IR Gurus Interactive,2005,Heroes of the Pacific,Simulation,PC,Ubisoft
18125,Microsoft Game Studios,2002,Combat Flight Simulator 3: Battle for Europe,Simulation,PC,Microsoft Game Studios
18126,Tecmo Koei Games,2011,Nobunaga no Yabou: Soutensoku with Power-Up Kit,Strategy,PSP,Tecmo Koei
18127,Yamasa Entertainment,2006,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,Misc,PS2,Yamasa Entertainment
18128,Alfa System,2004,Castle Shikigami 2,Shooter,PS2,XS Games
18129,Pyro Studios,2003,Commandos 3: Destination Berlin,Strategy,PC,Eidos Interactive
18130,Konami,2002,Disney Sports Football,Sports,GC,Konami
18131,Unknown,2016,Flowers: Autumn Story,Adventure,PSV,Prototype
18132,Ubisoft Paris,2014,Rabbids Invasion: The Interactive TV Show,Misc,PS4,Ubisoft
18133,Acquire,2011,Wizardry Twin Pack,Role-Playing,PS3,Acquire
18134,E-game,2003,Gadget Racers (PAL),Racing,PS2,Zoo Digital Publishing
18135,Mirai Shounen,2008,Moe Star: Moeru Toudai Eigojuku,Misc,DS,Mirai Shounen
18136,Unknown,2017,Romance of the Three Kingdoms 13 with Power-Up Kit,Misc,PSV,Tecmo Koei
18137,Deibus Studios,2003,Freestyle Metal X,Racing,GC,Midway Games
18138,Farm 51,2013,Painkiller: Hell & Damnation,Shooter,X360,Nordic Games
18139,Jaleco Entertainment,2003,Pulse Racer,Racing,XB,Jaleco
18140,Alchemist,2017,Saka Agari Hurricane Portable,Adventure,PSV,Entergram
18141,3D Realms,2018,Rad Rodgers,Platform,XOne,THQ Nordic
18142,Konami,2010,Tegami Bachi: Kokoro Tsumugu Mono e,Role-Playing,PSP,Konami
